teks_klaim,is_claim,source,category
"Researchers map SARS-CoV-2 infection in cells of nasal cavity, bronchia, lungs",false,coaid_news,DIAGNOSIS
Mouse model mimics SARS-CoV-2 infection in humans,false,coaid_news,DIAGNOSIS
"Machine that oxygenates blood may help critically ill COVID-19 patients, according to study",false,coaid_news,OTHER
How COVID-19 Kills,false,coaid_news,OTHER
COPD and Smoking Associated With Higher COVID-19 Mortality,false,coaid_news,RISK
"Pediatric Coronavirus Disease (COVID-19) X-Ray, CT in Review of New Lung Disorders",false,coaid_news,DIAGNOSIS
NIH investigators hope CD47 study leads to broad-spectrum infectious diseases immunotherapy,false,coaid_news,DIAGNOSIS
Experts identify steps to expand and improve antibody tests in COVID-19 response,false,coaid_news,DIAGNOSIS
NIH halts clinical trial of hydroxychloroquine,false,coaid_news,TREATMENT
All of Us Research Program launches COVID-19 research initiatives,false,coaid_news,OTHER
NIH launches analytics platform to harness nationwide COVID-19 patient data to speed treatments,false,coaid_news,TREATMENT
NIH researchers identify key genomic features that could differentiate SARS-CoV-2 from other coronaviruses that cause less severe disease,false,coaid_news,DIAGNOSIS
NIH-funded study to evaluate drugs prescribed to children with COVID-19,false,coaid_news,TREATMENT
Microglia in the olfactory bulb have a nose for protecting the brain from infection,false,coaid_news,DIAGNOSIS
Study identifies potential approach to treat severe respiratory distress in patients with COVID-19,false,coaid_news,MENTAL_HEALTH
Peer-reviewed data shows remdesivir for COVID-19 improves time to recovery,false,coaid_news,TREATMENT
NIH-funded study to investigate pregnancy outcomes resulting from COVID-19 pandemic,false,coaid_news,MATERNAL_CHILD
NIH Director: Defeating COVID-19 requires unprecedented action and collaboration,false,coaid_news,NUTRITION
Investigational ChAdOx1 nCoV-19 vaccine protects monkeys against COVID-19 pneumonia,false,coaid_news,PREVENTION
NIH begins clinical trial of hydroxychloroquine and azithromycin to treat COVID-19,false,coaid_news,TREATMENT
"Coordinated strategy to accelerate multiple COVID-19 vaccine candidates is key, NIH experts say",false,coaid_news,PREVENTION
NIH clinical trial testing antiviral remdesivir plus anti-inflammatory drug baricitinib for COVID-19 begins,false,coaid_news,TREATMENT
NIH-supported research survey to examine impact of COVID-19 on rare diseases community,false,coaid_news,DIAGNOSIS
NIH Statement on World Asthma Day 2020,false,coaid_news,OTHER
Study to determine incidence of novel coronavirus infection in U.S. children begins,false,coaid_news,DIAGNOSIS
COVID-19: What MNT's experts want you to know now,false,coaid_news,OTHER
Why are some people at greater risk of severe COVID-19?,false,coaid_news,NUTRITION
My experience battling COVID-19 - Medical News Today,false,coaid_news,OTHER
How deadly is coronavirus (COVID-19)? Research and more,false,coaid_news,DIAGNOSIS
COVID-19: Study highlights sources of misinformation,false,coaid_news,MYTH
COVID-19 emergency measures 'made a profound difference',false,coaid_news,OTHER
Hope against COVID-19: Drug cuts deaths by a third and other,false,coaid_news,TREATMENT
COVID-19: Drug targets enzymes that enable virus to invade,false,coaid_news,DIAGNOSIS
Popular COVID-19 videos on YouTube misinform the public,false,coaid_news,OTHER
"Older men less worried about COVID-19, study suggests",false,coaid_news,OTHER
5 new reasons for hope in the fight against COVID-19,false,coaid_news,OTHER
Black people four times as likely to test positive for COVID-19,false,coaid_news,DIAGNOSIS
COVID-19: Could gut bacteria be involved?,false,coaid_news,DIAGNOSIS
Food industry 'shares blame' for severity of COVID-19 pandemic,false,coaid_news,NUTRITION
Can antibiotics treat COVID-19 (coronavirus) plus other,false,coaid_news,DIAGNOSIS
Can COVID-19 trigger diabetes? - Medical News Today,false,coaid_news,CAUSE
Study suggests a protein may predict severe COVID-19,false,coaid_news,NUTRITION
How long does it take for COVID-19 (coronavirus) symptoms,false,coaid_news,DIAGNOSIS
What are the early symptoms of coronavirus (COVID-19)?,false,coaid_news,DIAGNOSIS
COVID-19: 3-drug combo treatment may be successful,false,coaid_news,TREATMENT
COVID-19: Scientists identify promising drug candidates,false,coaid_news,TREATMENT
The effect of the COVID-19 pandemic on primary healthcare,false,coaid_news,TREATMENT
COVID-19: Herd immunity may occur sooner than previously,false,coaid_news,PREVENTION
Is coronavirus airborne? COVID-19 transmission,false,coaid_news,DIAGNOSIS
How does the COVID-19 pandemic affect older adults?,false,coaid_news,OTHER
COVID-19: How many strains of the new coronavirus are there?,false,coaid_news,DIAGNOSIS
'A no-win situation' — Expert weighs in on COVID-19 racial,false,coaid_news,OTHER
"COVID-19: New drug candidates, treatments offer reasons for",false,coaid_news,TREATMENT
Tests may miss more than 1 in 5 COVID-19 cases,false,coaid_news,DIAGNOSIS
Can vitamin C prevent or treat COVID-19 (coronavirus)?,false,coaid_news,NUTRITION
COVID-19 symptoms in kids: What do children experience?,false,coaid_news,DIAGNOSIS
Alcohol and coronavirus (COVID-19): Myths and effects on the,false,coaid_news,DIAGNOSIS
COVID-19 patients experience neurological symptoms,false,coaid_news,DIAGNOSIS
ACTION trial: Could azithromycin help treat COVID-19?,false,coaid_news,TREATMENT
COVID-19: First bowel imaging study implicates blood clots,false,coaid_news,OTHER
Convalescent plasma therapy for COVID-19: Why is it,false,coaid_news,TREATMENT
Thrombosis expert on COVID-19: 'I've never seen such sticky,false,coaid_news,OTHER
What treatments are there for the novel coronavirus (COVID,false,coaid_news,DIAGNOSIS
Scientist warns against fast-tracking COVID-19 vaccine trials,false,coaid_news,PREVENTION
Latest evidence on obesity and COVID-19,false,coaid_news,DIAGNOSIS
Dementia genotype may increase COVID-19 vulnerability,false,coaid_news,OTHER
COVID-19 symptoms in babies: Signs to watch for,false,coaid_news,DIAGNOSIS
Racial inequalities in COVID-19 — the impact on black,false,coaid_news,OTHER
"'We don't have a health system': Expert on prisons, race, and",false,coaid_news,TREATMENT
"COVID-19 antigen test could give quick results, but is not",false,coaid_news,DIAGNOSIS
COVID-19: How the world is coping with restrictive measures,false,coaid_news,OTHER
5 Persistent myths about coronavirus and why they are untrue.,false,coaid_news,DIAGNOSIS
'Increasing concern' over COVID-19 race-related disparities,false,coaid_news,OTHER
Diabetes and COVID-19 in-hospital mortality rates,false,coaid_news,OTHER
"Latinx people more vulnerable to COVID-19, US study finds",false,coaid_news,OTHER
How to make face masks for (coronavirus) covid-19,false,coaid_news,DIAGNOSIS
Novel coronavirus: What we know so far - Medical News Today,false,coaid_news,DIAGNOSIS
COVID-19: Cancer drug may quench inflammation in severely,false,coaid_news,TREATMENT
PTSD and coronavirus (COVID-19): Symptoms and how to cope,false,coaid_news,DIAGNOSIS
Why COVID-19 ICU patients may face risk of heart issues,false,coaid_news,RISK
"Antibody tests for COVID-19: What are they, and what do they",false,coaid_news,DIAGNOSIS
Mouthwash may reduce spread of the new coronavirus,false,coaid_news,DIAGNOSIS
Study identifies possible antibody to new coronavirus,false,coaid_news,DIAGNOSIS
Depression and COVID-19: Tips on management and how to,false,coaid_news,MENTAL_HEALTH
Impact of COVID-19 on US hospitals worse than predicted,false,coaid_news,OTHER
What face mask to use during the COVID-19 pandemic,false,coaid_news,OTHER
COVID-19: FDA grant remdesivir emergency use after,false,coaid_news,OTHER
Air pollution decreased in China during initial response to,false,coaid_news,OTHER
The dual effects of COVID-19 lockdowns on air quality,false,coaid_news,OTHER
New COVID-19 antibody test may reflect virus immunity more,false,coaid_news,DIAGNOSIS
Widespread face mask use can control COVID-19 outbreak,false,coaid_news,OTHER
Autism and COVID-19: Management and seeking help,false,coaid_news,OTHER
"COVID-19, fighting breast cancer, and mental health counseling",false,coaid_news,TREATMENT
Hypochondria and COVID-19: Managing health anxiety,false,coaid_news,TREATMENT
COVID-19: Ethnicity may raise mortality risk,false,coaid_news,RISK
How to care for someone with depression during the COVID,false,coaid_news,MENTAL_HEALTH
COVID-19: Cost of care puts off 1 in 7 people from seeking,false,coaid_news,OTHER
COVID-19: AI tool speeds up scientific review process,false,coaid_news,OTHER
How to cope during the novel coronavirus (COVID-19) pandemic,false,coaid_news,DIAGNOSIS
Antibody from SARS survivor's blood neutralizes new,false,coaid_news,OTHER
Convalescent plasma appears safe for treating COVID-19,false,coaid_news,NUTRITION
New study warns of COVID-19 impact on cardiovascular health,false,coaid_news,TREATMENT
56% of pregnant women in hospital for COVID-19 black,false,coaid_news,MATERNAL_CHILD
ADHD and COVID-19: Tips and how to manage it,false,coaid_news,OTHER
Scientists discover unique mutation of new coronavirus,false,coaid_news,DIAGNOSIS
"COVID-19: Antibodies, testing, and how the body develops",false,coaid_news,DIAGNOSIS
Untested COVID-19 therapies may do more harm than good,false,coaid_news,DIAGNOSIS
How the pandemic is affecting mental health in diverse US,false,coaid_news,TREATMENT
Pooling samples could accelerate new coronavirus testing,false,coaid_news,DIAGNOSIS
Should people take vitamin D to ward off the new coronavirus?,false,coaid_news,DIAGNOSIS
Bipolar and COVID-19: Tips on management and how to cope,false,coaid_news,OTHER
Agoraphobia and COVID-19: Triggers and support,false,coaid_news,CAUSE
Duo of antiviral drugs strongly inhibits SARS-CoV-2 in the lab,false,coaid_news,TREATMENT
"Social anxiety and COVID-19: Signs, impact, and how to cope",false,coaid_news,DIAGNOSIS
OCD and COVID-19: Triggers and how to cope with them,false,coaid_news,CAUSE
Schizophrenia and COVID-19: Management and support,false,coaid_news,OTHER
"Eating disorders and COVID-19: Triggers, coping, and support",false,coaid_news,NUTRITION
Could a novel UV light device inactivate SARS-CoV-2 on,false,coaid_news,OTHER
"No link between hypertension drugs and COVID-19 risk, study",false,coaid_news,TREATMENT
First human trial of SARS-CoV-2 vaccine: Initial results in,false,coaid_news,PREVENTION
What material is best for homemade masks?,false,coaid_news,OTHER
"Can hydroxychloroquine treat COVID-19? Findings, research",false,coaid_news,TREATMENT
40–45% who contract new coronavirus are asymptomatic,false,coaid_news,DIAGNOSIS
People who smoke may have more receptors for the new,false,coaid_news,OTHER
Close relative of SARS-CoV-2 found in bats,false,coaid_news,OTHER
Why we need more research on animal infection with the new,false,coaid_news,DIAGNOSIS
'Nanosponges' act as a decoy for the new coronavirus,false,coaid_news,DIAGNOSIS
"'Summer is not going to make this go away,' study concludes",false,coaid_news,OTHER
Coronavirus (COVID-19) origin: Cause and how it spreads,false,coaid_news,DIAGNOSIS
The new coronavirus may spread more easily in crowded homes,false,coaid_news,DIAGNOSIS
No evidence that mutations to SARS-CoV-2 increase,false,coaid_news,OTHER
"Cytokine release syndrome: Symptoms, treatment, and COVID",false,coaid_news,DIAGNOSIS
Best available evidence supports physical distancing and face,false,coaid_news,OTHER
Donating blood during a pandemic - Medical News Today,false,coaid_news,OTHER
Temperature has 'modest' effect on SARS-CoV-2 transmission,false,coaid_news,OTHER
How do people cope with the pandemic? Survey reveals,false,coaid_news,OTHER
Racial inequalities in health: What MNT's experts want you to,false,coaid_news,TREATMENT
How to care for someone with dementia: Tips and seeking help,false,coaid_news,OTHER
US distancing measures stabilized but did not reduce SARS,false,coaid_news,OTHER
Coronavirus and blood clots: Why does coronavirus cause,false,coaid_news,DIAGNOSIS
DNA of virus spread across hospital ward in 10 hours,false,coaid_news,DIAGNOSIS
What can healthcare staff do to prevent PTSD during the,false,coaid_news,PREVENTION
The importance of regulating mood with activities during,false,coaid_news,MENTAL_HEALTH
Empathy and misinformation: An open letter to healthcare,false,coaid_news,TREATMENT
"SARS: Causes, symptoms, and prevention",false,coaid_news,PREVENTION
"How long does a sore throat last? Causes, duration, and",false,coaid_news,CAUSE
"Halotherapy: Benefits, side effects, and risks",false,coaid_news,TREATMENT
How the pandemic is influencing the mental health of caregivers,false,coaid_news,TREATMENT
"Cabin fever: Definition, symptoms, and how to cope",false,coaid_news,DIAGNOSIS
"What is contact tracing, and does it work? - Medical News Today",false,coaid_news,OTHER
Microbiome may mediate link between climate change and,false,coaid_news,OTHER
Letter from the Editor: A week of bitter truths,false,coaid_news,OTHER
"Sore throat and headache: Causes, treatment, and prevention",false,coaid_news,PREVENTION
Managing depression during quarantine - Medical News Today,false,coaid_news,MENTAL_HEALTH
Mayo Clinic experts to help guide Delta Air Lines COVID-19 safety measures,false,coaid_news,OTHER
Mayo Clinic launches advanced care at home model of care,false,coaid_news,OTHER
Mayo Clinic receives $26 million from BARDA for COVID-19 convalescent plasma expanded access program,false,coaid_news,OTHER
‘Mayo Clinic Anxiety Coach’ e-tool to help children with mental health concerns,false,coaid_news,MENTAL_HEALTH
Cleveland Clinic Researchers Develop First Model to Predict Likelihood of Testing Positive for COVID-19 and Outcomes from the Disease,false,coaid_news,DIAGNOSIS
How Many More Will Die From Fear of the Coronavirus?,false,coaid_news,DIAGNOSIS
Cleveland Clinic Akron General to Open COVID-19 Testing Site in Akron,false,coaid_news,DIAGNOSIS
Cleveland Clinic Launches Initiative to Assist Employers in Safely Returning to Work,false,coaid_news,OTHER
Leading the Way in Innovative Research for COVID-19 Patients,false,coaid_news,OTHER
Air Force Reserve Salutes COVID-19 First Responders and Front-Line Caregivers with Flyover,false,coaid_news,OTHER
"As Services Resume, Our Hospitals Remain Safe: A Message from Cleveland Clinic CEO, President Tom Mihaljevic, M.D.",false,coaid_news,OTHER
Cleveland Clinic Resumes Services Paused During COVID-19 Pandemic,false,coaid_news,OTHER
Broadway Shutdown Extended Through Early 2021,false,coaid_news,OTHER
EU Bars U.S. Travelers in Reopening Plan,false,coaid_news,OTHER
"Daily COVID-19 Cases Could Rise to 100,000",false,coaid_news,OTHER
FBI: Beware of Scammers Selling Fake COVID-19 Antibody Tests,false,coaid_news,DIAGNOSIS
Northeast Adds 8 More States to Quarantine List,false,coaid_news,OTHER
"Bars in LA, Beaches in Florida Close for July 4",false,coaid_news,OTHER
"Amid Pandemic, Too Many Americans Are Hesitating to Call 911",false,coaid_news,OTHER
Mask Up! Don't Let Down Your Guard Against COVID-19,false,coaid_news,OTHER
"Woman Beats COVID, Celebrates 100th Birthday",false,coaid_news,NUTRITION
Hardest-Hit States See Long COVID-19 Testing Lines,false,coaid_news,DIAGNOSIS
